A68214,0,2,11,IMAGE,0,"P A G Ei The fyrste Sermon made the.xix. day of March, in the yere of our lord a.","PAGEi PAGEi PAGEi PAGEi The First Sermon made the xix day of March, in the year of our lord a."
A69147,6174,5,191,IMAGE,387,<NOTE> wherin this iustifier was deceiued.,wherein this justifier was deceived.
A69147,6175,5,191,IMAGE,387,"Nowe for-because that he should learne to knowe his imperfection and hypocrisy,","Now for-because that he should Learn to know his imperfection and hypocrisy,"
A69147,6176,5,191,IMAGE,387,Christ sayth vnto him: One thyng ye wat., christ say unto him: One thing the wat.
A69147,6177,5,191,IMAGE,387,"If thou wilt be perfect, go thy way & sel that yu hast, and geue it vnto the poore.","If thou wilt be perfect, go thy Way & sell that thou hast, and give it unto the poor."
A69147,6178,5,191,IMAGE,387,"Here was sodenly a wyndow opened into his heart, so that he might haue sene, vpo what a feble & weake foundacion & imperfect fayth he stode.","Here was suddenly a window opened into his heart, so that he might have seen, upon what a feeble & weak Foundation & imperfect faith he stood."
A69147,6179,5,191,IMAGE,387,"But what doth he? He goeth not about to do yt,","But what does he? He Goes not about to do that,"
A69147,6180,5,191,IMAGE,387,"<NOTE> whiche Christ comaunded him, but left him,","which christ commanded him, but left him,"
A69147,6181,5,191,IMAGE,387,& goeth his wayes. Wherout it cometh well to passe whiche Christ sayth:,& Goes his ways. Without it comes well to pass which christ say:
A69147,6182,5,191,IMAGE,387,"O how hardly shal they that put their cofidence in ryches, come into ye kingdom of god?","Oh how hardly shall they that put their confidence in riches, come into you Kingdom of god?"
A69147,6183,5,191,IMAGE,387,"It is easier (sayth he) for Camel to go thorowe the eye of a nedle, than for a riche ma to entre into the kyngdom of heauen &c.","It is Easier (say he) for Camel to go thorough the eye of a needle, than for a rich ma to entre into the Kingdom of heaven etc."
A69147,6184,5,191,IMAGE,387,"Whiche thynges when S. Peter had heard that it was no smal thing to leaue all & folowe Christ, and that he had already done it voluntarily & not compelled thervnto, he doth aske Christ, what shall become of him & thother Apostles.","Which things when S. Peter had herd that it was no small thing to leave all & follow christ, and that he had already done it voluntarily & not compelled thereunto, he does ask christ, what shall become of him & tother Apostles."
A69147,6185,5,191,IMAGE,387,It canot be denied but that S.,It canot be denied but that S.
A69147,6186,5,191,IMAGE,387,"Peter with his brother Andrew, frely & voluntarily did leaue & forsoke al (although it was but litle) & folowed Christ.","Peter with his brother Andrew, freely & voluntarily did leave & forsook all (although it was but little) & followed christ."
A69147,6187,5,191,IMAGE,387,"And surely, if Peter had been so riche as euer was Cresus, yet when he had heard Christ speake in his hart this saiyng,","And surely, if Peter had been so rich as ever was Croesus, yet when he had herd christ speak in his heart this saying,"
A69147,6188,5,191,IMAGE,387,Folow me. <NOTE> he would haue left al & folowed him.,Follow me. he would have left all & followed him.
A69147,6189,5,191,IMAGE,387,"Neuerthelesse it was a carnal affectio in him, taking thought for his reward, before he had done his diligence, or before he had brought his worke to an end.","Nevertheless it was a carnal affectio in him, taking Thought for his reward, before he had done his diligence, or before he had brought his work to an end."
A69147,6190,5,191,IMAGE,387,"And as touchig this matter, it semeth that Peter was like vnto those workmen, which when thei were agreed for their wages, wet into ye vyneyard, but yet requireth a greater reward, then thei that came about ye ix. and xi. hour.","And as touchig this matter, it Seemeth that Peter was like unto those workmen, which when they were agreed for their wages, wet into you Vineyard, but yet requires a greater reward, then they that Come about you ix. and xi. hour."
A69147,6191,5,191,IMAGE,387,For when did Abraha (I pray you) require any such thyng when he was commaunded of God to forsake his fathers house and folowe the Lorde into a strange lande?,For when did Abraham (I pray you) require any such thing when he was commanded of God to forsake his Father's house and follow the Lord into a strange land?
A69147,6192,5,191,IMAGE,387,"Therfore Peter is set furth in this place as an exaple of mans infirmitee which notwithstadyng, <NOTE> Christ (accordyng to his getle & fatherly affection) doth gladly beare & take in good part, eue as it often tymes chaused in ye Apostles, who Christ wt such lenitie & myldnes of mynd did so long beare withall, vntill at his tyme he did bryng the vnto perfection.","Therefore Peter is Set forth in this place as an Exampl of men infirmity which notwithstanding, christ (according to his getle & fatherly affection) does gladly bear & take in good part, eve as it often times chased in you Apostles, who christ with such lenity & myldnes of mind did so long bear withal, until At his time he did bring thee unto perfection."
A69147,6193,5,191,IMAGE,387,"Yea if that good & most bountiful Christ should reiect & cast away all them whiche were weake in ye fayth, what should become of vs I beseche you?","Yea if that good & most bountiful christ should reject & cast away all them which were weak in you faith, what should become of us I beseech you?"
A69147,6194,5,191,IMAGE,387,"There is not one of vs whiche would not gladly take a reward, though he had not deserued the same by any maner of seruice.","There is not one of us which would not gladly take a reward, though he had not deserved the same by any manner of service."
A69147,6195,5,191,IMAGE,387,"Besides that, all wee with good wyll would raigne with Christ, though we haue neueer suffered any thyng with him or for him.","Beside that, all we with good will would Reign with christ, though we have neueer suffered any thing with him or for him."
A69147,6196,5,191,IMAGE,387,"But loke not, that that shal so come to passe, but thus it shalbe,","But look not, that that shall so come to pass, but thus it shall,"
A69147,6197,5,191,IMAGE,387,"He that suffereth with me, shall also raigne with me.","He that suffers with me, shall also Reign with me."
A69147,6199,5,191,IMAGE,388,"Secodarily, though it be mete and couenient, yt we do our dutie & seruice vnto God of very loue of the heart, without any respect of reward (for the reward shal folowe of his owne accorde) yet notwithstandyng Christ sheweth vnto Peter & to the other Apostles, how he will intreate them, and what they shal at length receiue of him.","Secondarily, though it be meet and convenient, that we do our duty & service unto God of very love of the heart, without any respect of reward (for the reward shall follow of his own accord) yet notwithstanding christ shows unto Peter & to the other Apostles, how he will entreat them, and what they shall At length receive of him."
A69147,6200,5,192,IMAGE,388,"And this his promise he also confirmeth with an othe, saiyng:","And this his promise he also confirmeth with an other, saying:"
A69147,6201,5,192,IMAGE,388,"Verely I say vnto you, that when the sonne of man shal sit in the seate of his Maiestie, ye whiche haue folowed me in the newe byrth, shall syt also vpon the twelue seates, and iudge the twelue tribes of Israel.","Verily I say unto you, that when the son of man shall fit in the seat of his Majesty, you which have followed me in the new birth, shall fit also upon the twelue seats, and judge the twelue tribes of Israel."
A69147,6203,5,192,IMAGE,389,Heare howe large a promyse is made in this place vnto the Apostles.,Hear how large a promise is made in this place unto the Apostles.
A69147,6204,5,192,IMAGE,389,"For he wyll not onely conferre this benefite vnto theim, (although a greater can not be desired) that by him they shall be made good and righteous,","For he will not only confer this benefit unto them, (although a greater can not be desired) that by him they shall be made good and righteous,"
A69147,6205,5,192,IMAGE,389,"<NOTE> and (if they perseuer vnto the ende in a true fayth) partakers also of euerlastyng life, by his only grace and mercy:","and (if they persever unto the end in a true faith) partakers also of everlasting life, by his only grace and mercy:"
A69147,6206,5,192,IMAGE,389,"but also he wyll make them iudges, that in the newe byrthe, when we shal be receiued into euerlastyng health, they shall sitte nere vnto Christ.","but also he will make them judges, that in the new birth, when we shall be received into everlasting health, they shall sit never unto christ."
A69147,6207,5,192,IMAGE,389,Of the whiche iudgement sainct Paule also speaketh:,Of the which judgement saint Paul also speaks:
A69147,6208,5,192,IMAGE,389,<NOTE> Do ye not knowe (sayth he) that we shall iudge Angelles.,Do you not know (say he) that we shall judge Angels.
A69147,6209,5,192,IMAGE,389,"Albeit wee must not referre this iudgement to the last iudgement only, but it must also be vnderstanded of the laste iudgement of the spirit among christians in this life.","Albeit we must not refer this judgement to the last judgement only, but it must also be understanded of the laste judgement of the Spirit among Christians in this life."
A69147,6210,5,192,IMAGE,389,"For assone as by the worde wee receiue the holy ghost,","For As soon as by the word we receive the holy ghost,"
A69147,6211,5,192,IMAGE,389,"& and are made the sons of God through fayth, the is this gyfte geuen vs also, that by the worde we may iudge al thynges, euen as sainct Paule wytnesseth in another place.","& and Are made the Sons of God through faith, the is this gift given us also, that by the word we may judge all things, even as saint Paul Witnesseth in Another place."
A69147,6212,5,192,IMAGE,389,"The spiiritual man iudgeth all thynges, <NOTE> and he is iudged of no man.","The spiiritual man Judgeth all things, and he is judged of no man."
A69147,6213,5,192,IMAGE,389,"And Christ also: Nowe is come the iudgement of this worlde, and the prince of this worlde shalbe thrust out.","And christ also: Now is come the judgement of this world, and the Prince of this world shall thrust out."
A69147,6214,5,192,IMAGE,389,"Are not the thynges, which are promised vnto the Apostles in this place, great and excellent?"," are not the things, which Are promised unto the Apostles in this place, great and excellent?"
A69147,6215,5,192,IMAGE,389,"And it is to be vnderstand that to leaue all thynges,","And it is to be understand that to leave all things,"
A69147,6216,5,192,IMAGE,389,"& to folow Christ, must be done at the fyrst.","& to follow christ, must be done At the fyrst."
A69147,6217,5,192,IMAGE,389,"For although the Apostles had left all thynges and folowed Christe when he spake these woordes, yet was fayth at that tyme vnperfect in them.","For although the Apostles had left all things and followed Christ when he spoke these words, yet was faith At that time unperfect in them."
A69147,6218,5,192,IMAGE,389,"Moreouer the holy ghost was not yet confirmed in them, as it came to passe afterwarde vpon the day of Pentecost.","Moreover the holy ghost was not yet confirmed in them, as it Come to pass afterward upon the day of Pentecost."
A69147,6219,5,192,IMAGE,389,"Yea, euen Christe himselfe affirmeth, that they lefte all thynges vnperfectly,","Yea, even Christ himself Affirmeth, that they left all things unperfectly,"
A69147,6220,5,192,IMAGE,389,"& folowed him, when he sayth that he sent furth his disciples without staffe and scrippe,","& followed him, when he say that he sent forth his Disciples without staff and scrip,"
A69147,6221,5,192,IMAGE,389,& yet they lacked nothyng.,& yet they lacked nothing.
A69147,6222,5,192,IMAGE,389,"And in another place. The children of the spouse fast not, whiles the spouse is with them.","And in Another place. The children of the spouse fast not, while the spouse is with them."
A69147,6223,5,192,IMAGE,389,"The Apostles in very dede folowed Christ, <NOTE> & were sent furth to preache in Iury.","The Apostles in very deed followed christ, & were sent forth to preach in Jury"
A69147,6224,5,192,IMAGE,389,"But where was persecution? yea, rather where was fayth, whiche could haue borne suche persecucion if it had happened?","But where was persecution? yea, rather where was faith, which could have born such persecution if it had happened?"
A69147,6225,5,192,IMAGE,389,"Wherfore it is to be vnderstand, that the Apostles left all thynges,","Wherefore it is to be understand, that the Apostles left all things,"
A69147,6226,5,192,IMAGE,389,"& folowed Christ perfectly then,","& followed christ perfectly then,"
A69147,6227,5,192,IMAGE,389,"& not before, when vpon ye dai of Pentecost, they did with costant mynde confesse Christ before the Scribes & Phariseis, and all the people.","& not before, when upon you day of Pentecost, they did with Constant mind confess christ before the Scribes & Pharisees, and all the people."
A69147,6228,5,192,IMAGE,389,"Moreouer, when they preached not only in Iurye, but in all the worlde vnto the people with suche sedulitee, diligence and constancy, that at last they wer also compelled to dye for preachyng of the Gospel. <NOTE> And truely as concernyng this matter of folowyng Christ, sainct Paule, whose feast wee celebrate this day, is not to be counted the least.","Moreover, when they preached not only in Jury, but in all the world unto the people with such sedulity, diligence and constancy, that At last they were also compelled to die for preaching of the Gospel. And truly as Concerning this matter of following christ, saint Paul, whose feast we celebrate this day, is not to be counted the least."
A69147,6230,5,193,IMAGE,390,"For after that he was couerted of God (as we reade in the nynth chapiter of the Actes of the Apostles) and of a Wolfe was made a shepe, he preached his Lorde Christ with suche zeale and earnest affection of mynde, that euen at this day his voyce is heard of this matter, and that not in one place onely, but throughout all the whole worlde.","For After that he was coverted of God (as we read in the nynth chapter of the Acts of the Apostles) and of a Wolf was made a sheep, he preached his Lord christ with such zeal and earnest affection of mind, that even At this day his voice is herd of this matter, and that not in one place only, but throughout all the Whole world."
A69147,6231,5,193,IMAGE,390,The almightie God graunt that we may receiue his doctrine and direct our life accordyng to the same.,The almighty God grant that we may receive his Doctrine and Direct our life according to the same.
A69147,6233,5,193,IMAGE,391,"Thyrdly, forasmuche as Christe hath promised vnto his Apostles, iudgement ouer the xii. tribes of Israel, because that in his name they left all thynges,","Thirdly, forasmuch as Christ hath promised unto his Apostles, judgement over the xii. tribes of Israel, Because that in his name they left all things,"
A69147,6234,5,193,IMAGE,391,"& folowed him: Nowe he procedeth to declare further, what he wyll geue to all those that for his names sake shall lose any thyng,","& followed him: Now he Proceedeth to declare further, what he will give to all those that for his names sake shall loose any thing,"
A69147,6235,5,193,IMAGE,391,"<NOTE> and sayth. Euery one that forsaketh house, or brethren or systers, or father or mother, or wyfe or children, or landes for my names sake, shal receiue an hundreth folde, and the inheritance of euerlastyng life.","and say. Every one that Forsaketh house, or brothers or Sisters, or father or mother, or wife or children, or Lands for my names sake, shall receive an Hundredth fold, and the inheritance of everlasting life."
A69147,6236,5,193,IMAGE,391,"If any ma wyll referre the former promise only to the Apostles, let him know, that this promise is spoken so plainly to all christians generally, that it must nedes remayne a general truth.","If any ma will refer the former promise only to the Apostles, let him know, that this promise is spoken so plainly to all Christians generally, that it must needs remain a general truth."
A69147,6237,5,193,IMAGE,391,"Only let vs marke this well, howe it must be vnderstad, to leaue all things,","Only let us mark this well, how it must be Understand, to leave all things,"
A69147,6238,5,193,IMAGE,391,"& to folow Christ. For to do this truly & vnfaynedly, doubtles is required a true fayth. yea, if I haue a true fayth, whiche is dead vnto all creatures, and liueth vnto Christ alone & vnto righteousnes, then haue I left all thinges in my heart,","& to follow christ. For to do this truly & unfeignedly, doubtless is required a true faith. yea, if I have a true faith, which is dead unto all creatures, and lives unto christ alone & unto righteousness, then have I left all things in my heart,"
A69147,6239,5,193,IMAGE,391,<NOTE> although by the good will of God I may christianly & godly vse & enioye my goodes so long as I liue:,although by the good will of God I may christianly & godly use & enjoy my goods so long as I live:
A69147,6240,5,193,IMAGE,391,"yet neuerthelesse I am alwaies redy, if nede be, to leaue al thinges & willyngly to folow Christ, yea eue vnto death, hauyng this hope & assured trust, yt it pleaseth God that it be so,","yet nevertheless I am always ready, if need be, to leave all things & willingly to follow christ, yea eve unto death, having this hope & assured trust, that it Pleases God that it be so,"
A69147,6241,5,193,IMAGE,391,& that he requireth ye same of me.,& that he requires you same of me.
A69147,6242,5,193,IMAGE,391,"Besydes that, I am certain, yt God wyll vse me wt suche liberalite, yt I shal receiue an hudreth fold for ye thynges yt I haue forsake in this world.","Besides that, I am certain, that God will use me with such liberality, that I shall receive an hudreth fold for you things that I have forsake in this world."
A69147,6243,5,193,IMAGE,391,"Finally, I knowe this also, yt in that other lyfe,","Finally, I know this also, that in that other life,"
A69147,6244,5,193,IMAGE,391,I shall receiue euerlastynge life.,I shall receive everlasting life.
A69147,6245,5,193,IMAGE,391,"For Christ, which is ye truth it selfe, in no wyse doth lye, but without dout dothe performe this promise with me.","For christ, which is the truth it self, in no wise does lie, but without doubt doth perform this promise with me."
A69147,6246,5,193,IMAGE,391,"But in this place it shal be expedient that we doo rightly vnderstand, what it is to receiue an hundreth folde.","But in this place it shall be expedient that we do rightly understand, what it is to receive an Hundredth fold."
A69147,6247,5,193,IMAGE,391,"<NOTE> For the Anabaptistes go aboute hereof to proue a corporall kingedome of Christe, and a suer and quiete lyfe, which the christians muste inioye a thousand yeares after the resurrection of the deade, all the wycked and vngodly being destroyed.","For the Anabaptists go about hereof to prove a corporal Kingdom of Christ, and a sure and quiet life, which the Christians must enjoy a thousand Years After the resurrection of the dead, all the wicked and ungodly being destroyed."
A69147,6248,5,193,IMAGE,391,"And of this erroure they make this the chiefe grounde, bicause it is added in S.","And of this error they make this the chief ground, Because it is added in S."
A69147,6249,5,193,IMAGE,391,"Luke, and also in S.","Luke, and also in S."
A69147,6250,5,193,IMAGE,391,Marke: In this lyfe.,Mark: In this life.
A69147,6251,5,193,IMAGE,391,"<NOTE> But I praye you, howe do these agree togyther, that wher Christe in an other place dyd refuse to bee chosen a kynge amongest the Iewes, after a corporall and worldly manner, and sayde vnto Pilate:","But I pray you, how do these agree together, that where Christ in an other place did refuse to be chosen a King amongst the Jews, After a corporal and worldly manner, and said unto Pilate:"
A69147,6252,5,193,IMAGE,391,My kingdome is not of this worlde?,My Kingdom is not of this world?
A69147,6253,5,193,IMAGE,391,"nowe as one forgetful of his former sentence, is of a contrarye mynd, and is come to administre a corporal kyngdome in this world, and to geue vnto his christians earthly pleasures, the pride and power of this worlde?","now as one forgetful of his former sentence, is of a contrary mind, and is come to administre a corporal Kingdom in this world, and to give unto his Christians earthly pleasures, the pride and power of this world?"
A69147,6254,5,193,IMAGE,391,"No, <NOTE> not so.","No, not so."
A69147,6255,5,193,IMAGE,391,"But to receiue an hundreth folde in this worlde is nothinge els, than to haue a mercy, quiete and suer conscience, whiche esteemeth more his redemtion, iustice and euerlasting health, which he hath gotten by Christe onlye, then all the ryches of this world, be they neuer so glorious and delectable to the vngodly.","But to receive an Hundredth fold in this world is nothing Else, than to have a mercy, quiet and sure conscience, which esteems more his redemption, Justice and everlasting health, which he hath got by Christ only, then all the riches of this world, be they never so glorious and delectable to the ungodly."
A69147,6256,5,193,IMAGE,391,"And in very deede, suche a good thing is a quiet coscience, through the benefite of Christ.","And in very deed, such a good thing is a quiet conscience, through the benefit of christ."
A69147,6257,5,194,IMAGE,391,"And this so great a good thyng, wyll Christe gyue in this lyfe vnto all theim, which with a trew faith faith do hange vppon hym, or leaue any thinge for his sake.","And this so great a good thing, will Christ gyve in this life unto all them, which with a true faith faith do hang upon him, or leave any thing for his sake."
A69147,6258,5,194,IMAGE,391,And in the countrey euerlastinge to come he will giue that felicitie of lyfe which euer shall indure.,And in the country everlasting to come he will give that felicity of life which ever shall endure.
A69147,6259,5,194,IMAGE,391,"To the whiche, the almighty god preserue and keepe vs all, through his welbeloued sonne Iesus Christ our lorde.","To the which, the almighty god preserve and keep us all, through his well-beloved son jesus christ our lord."
A69147,6260,5,194,IMAGE,391,Amen. The gospell on the purificacion of the Virgin Maryes daye. Luc. 2.,Amen. The gospel on the purification of the Virgae Maryes day. Luke 2.
A69147,6262,5,194,IMAGE,392,Woodcut illustration of the Virgin Mary holding the infant Jesus.,Woodcut illustration of the Virgae Mary holding the infant jesus.
A69147,6263,5,194,IMAGE,392,"A Nd when the tyme of theyr purificacion <NOTE> after the law of Moyses was come, they <NOTE> broughte him to Ierusalem to presente hym to the Lord, as it is written in the lawe of ye Lord: <NOTE> Euery manne chylde that fyrste openeth the matrix, shall be called holye to the Lord, and to offre (as it is sayd in the law of the Lord) a payre of turtle doues or two yonge pigeons.","ANd ANd when the time of their purification After the law of Moses was come, they brought him to Jerusalem to present him to the Lord, as it is written in the law of the Lord: Every man child that First Openeth the matrix, shall be called holy to the Lord, and to offer (as it is said in the law of the Lord) a pair of turtle Dove or two young pigeons."
A69147,6264,5,194,IMAGE,392,"And behold, there was a man in Ierusalem, whose name was Simeon,","And behold, there was a man in Jerusalem, whose name was Simeon,"
A69147,6265,5,194,IMAGE,392,"& the same ma was iuste and godly, and loked for the consolac^on of Israel and the holy ghost was in hym.","& the same ma was just and godly, and looked for the consolac^on of Israel and the holy ghost was in him."
A69147,6266,5,194,IMAGE,392,"And an answer had he receiued of the holy ghost, that he shulde not see death, except he fyrst saw the Lordes Christ.","And an answer had he received of the holy ghost, that he should not see death, except he fyrst saw the lords christ."
A69147,6267,5,194,IMAGE,392,And he came by inspiration into the Temple.,And he Come by inspiration into the Temple.
A69147,6269,5,194,IMAGE,393,"And when the father and mother brought in the chylde Iesus, to doo for hym after the custome of the <NOTE> lawe, then tooke hee him vppe in his armes, and sayde:","And when the father and mother brought in the child jesus, to do for him After the custom of the law, then took he him up in his arms, and said:"
A69147,6270,5,194,IMAGE,393,"Lorde, now lettest thou thy seruaunt depart in peace, accordyng to thy promyse.","Lord, now Lettest thou thy servant depart in peace, according to thy promise."
A69147,6271,5,194,IMAGE,393,"For mine eyes haue seene thy saluacion, whiche thou haste prepared before the face of al people.","For mine eyes have seen thy salvation, which thou haste prepared before the face of all people."
A69147,6272,5,194,IMAGE,393,"<NOTE> A lyght to lyghten the Gentiles, and the glorye of thy people Israell. THE EXPOSITION.","A Light to lighten the Gentiles, and the glory of thy people Israel. THE EXPOSITION."
A69147,6273,5,194,IMAGE,394,"T He gospel thys daye red (deareli beloued) describeth first the purificacion of Mary, and the offeryng vp of the childe Iesu into the temple.","THe THe gospel this day read (deareli Beloved) Describeth First the purification of Mary, and the offering up of the child Jesu into the temple."
A69147,6274,5,194,IMAGE,394,"And doubtles, there was a meruelouse great meekenes and lowlynes in the blessed vigin Mary, and also in the child Iesus, to submit themselues so lowly and so diligently to fulfyl that lawe, which they were nothing at al bound vnto.","And doubtless, there was a marvelous great meekness and lowliness in the blessed Virgae Marry, and also in the child jesus, to submit themselves so lowly and so diligently to fulfil that law, which they were nothing At all bound unto."
A69147,6275,5,194,IMAGE,394,"I praye you, who can say, they were bound vnto the lawe?","I pray you, who can say, they were bound unto the law?"
A69147,6276,5,194,IMAGE,394,Let vs fyrst speake of Mary.,Let us fyrst speak of Mary.
A69147,6277,5,194,IMAGE,394,The law of purificacio containeth this in summe:,The law of purificacio Containeth this in sum:
A69147,6278,5,194,IMAGE,394,"<NOTE> That whe a woman hath borne a man child, she must remaine fourty dayes in the bloud of her purifiyng:","That when a woman hath born a man child, she must remain fourty days in the blood of her purifying:"
A69147,6279,5,194,IMAGE,394,"& if she bare a woman child, fourscore days.","& if she bore a woman child, fourscore days."
A69147,6280,5,194,IMAGE,394,"But this law could by no means include Mary, forasmuch as she was vyrgin before the byrth & in the byrth of her chyld,","But this law could by no means include Marry, forasmuch as she was Virgin before the birth & in the birth of her child,"
A69147,6281,5,194,IMAGE,394,<NOTE> & perpetually for euer continueth virgin.,& perpetually for ever Continueth Virgae.
A69147,6282,5,194,IMAGE,394,"Neyther ought she to be accopted among those women, who that law speaketh of, which haue conceiued & borne by the seed of ma.","Neither ought she to be accopted among those women, who that law speaks of, which have conceived & born by the seed of ma."
A69147,6283,5,194,IMAGE,394,Neither saith the scripture: <NOTE> A certain woma. but a virgin shuld bere Christ.,Neither Says the scripture: A certain Woman. but a Virgae should bear christ.
A69147,6284,5,194,IMAGE,394,"Yet that notwithstanding, in this matter she gladly doth as other women, yea and that with the pure loue of ye heart, wherin she wold serue & teache other.","Yet that notwithstanding, in this matter she gladly does as other women, yea and that with the pure love of you heart, wherein she would serve & teach other."
A69147,6285,5,194,IMAGE,394,"And in this she instructeth vs, that we shulde many times do by brotherly loue, some thinges that we are not bounde to doo.","And in this she Instructeth us, that we should many times do by brotherly love, Some things that we Are not bound to do."
A69147,6286,5,194,IMAGE,394,But what shall wee saye of the chylde Iesus?,But what shall we say of the child jesus?
A69147,6287,5,195,IMAGE,394,"Was not hee aboue the lawe, and lorde of the whole lawe?","Was not he above the law, and lord of the Whole law?"
A69147,6288,5,195,IMAGE,394,"yet for all that he is offered vp in the temple as another childe should be, with the accustomable sacrifice, by the lawe required at suche purifiynges,","yet for all that he is offered up in the temple as Another child should be, with the accustomable sacrifice, by the law required At such purifiynges,"
A69147,6289,5,195,IMAGE,394,"& that for this cause, that in the oblacion of this childe it might bee signifyed, that oure fyrst natiuitee is so vnpure, so full of malice & so fylthy,","& that for this cause, that in the oblation of this child it might be signified, that our fyrst Nativity is so unpure, so full of malice & so filthy,"
A69147,6290,5,195,IMAGE,394,<NOTE> as nothing is fylthyer.,as nothing is fylthyer.
A69147,6291,5,195,IMAGE,394,"And in like maner by this purifciacion it is signified, yt by this childe as by the fyrst borne among many brethren, al men must needes be purifyed.","And in like manner by this purifciacion it is signified, that by this child as by the fyrst born among many brothers, all men must needs be purified."
A69147,6292,5,195,IMAGE,394,"Furthermore, Christ also submitteth himselfe vnder the lawe, not that it was necessary for him so to do, as concernyng his owne person, but that he would satisfie the lawe for vs,","Furthermore, christ also submitteth himself under the law, not that it was necessary for him so to do, as Concerning his own person, but that he would satisfy the law for us,"
A69147,6293,5,195,IMAGE,394,"& so abrogate it, <NOTE> that in the matter, concernyng iustificacio, it shuld haue nothyng to do, euen as Christ hath brought it to passe.","& so abrogate it, that in the matter, Concerning iustificacio, it should have nothing to do, even as christ hath brought it to pass."
A69147,6294,5,195,IMAGE,394,For doth not sainct Paule say:,For does not saint Paul say:
A69147,6295,5,195,IMAGE,394,"<NOTE> You are not vnder the lawe, but vnder grace?","You Are not under the law, but under grace?"
A69147,6296,5,195,IMAGE,394,This nowe is very comfortable to vs.,This now is very comfortable to us
A69147,6297,5,195,IMAGE,394,"For the law commaunded many thynges, whiche wee were vnable to fulfyll, Actes xv. yet neuerthelesse it was necessary, and that vnder paine of eternal damnacion, that we should fulfill the lawe, and satisfie it.","For the law commanded many things, which we were unable to fulfil, Acts xv. yet nevertheless it was necessary, and that under pain of Eternal damnation, that we should fulfil the law, and satisfy it."
A69147,6298,5,195,IMAGE,394,"Wherfore without doubt, we all must needes haue dispayred, if Christ had not come and fulfylled it,","Wherefore without doubt, we all must needs have despaired, if christ had not come and fulfilled it,"
A69147,6299,5,195,IMAGE,394,"& abrogate it, and by his grace and merites only obtayned for vs remission of synnes, righteousnes, and eternal he^lth.","& abrogate it, and by his grace and merits only obtained for us remission of Sins, righteousness, and Eternal he^lth."
A69147,6300,5,195,IMAGE,394,"And here note, that the lawe in ^he matter of iustificacion is abrogate, as wee haue before monished.","And Here note, that the law in he matter of justification is abrogate, as we have before monished."
A69147,6301,5,195,IMAGE,394,"But in asmuche as partayneth vnto the obedience of fayth, so muche it becommeth vs to fulfyl and do, as christians and the children of God.","But in asmuch as partayneth unto the Obedience of faith, so much it becomes us to fulfil and do, as Christians and the children of God."
A69147,6303,5,195,IMAGE,395,"Secondarilye, for as muche as Simeon shulde bear witnesse of this child and of his doctrine that shuld folow, to the intent, that his testimony might take (as it is worthy) more waight and estimacion, therfore is he so wel described of the Euangelist by his vertu and godlines.","Secondarily, for as much as Simeon should bear witness of this child and of his Doctrine that should follow, to the intent, that his testimony might take (as it is worthy) more weight and estimation, Therefore is he so well described of the Evangelist by his virtue and godliness."
A69147,6304,5,195,IMAGE,395,For thus sayth the euangelist.,For thus say the evangelist.
A69147,6305,5,195,IMAGE,395,And this man was righteous and godly.,And this man was righteous and godly.
A69147,6306,5,195,IMAGE,395,"<NOTE> But no man can be righteous and godli, without the holy ghost,","But no man can be righteous and godly, without the holy ghost,"
A69147,6307,5,195,IMAGE,395,"& faith. For why, faith only maketh vertuous & righteous, as the scripture witnesseth.","& faith. For why, faith only makes virtuous & righteous, as the scripture Witnesseth."
A69147,6308,5,195,IMAGE,395,"Furthermore, he that beleueth, feareth god,","Furthermore, he that Believeth, fears god,"
A69147,6309,5,195,IMAGE,395,"<NOTE> not with seruile or bond fear, but with a childly fear, or suche a fear, as becometh a son to beare vnto his father.","not with servile or bound Fear, but with a childly Fear, or such a Fear, as Becometh a son to bear unto his father."
A69147,6310,5,195,IMAGE,395,If the it be true that the euangelist writeth of Simeo (as wtout doubt it is) needs must it folow that Symeon had a faithfull and godly heart.,If the it be true that the evangelist Writeth of Simeon (as without doubt it is) needs must it follow that Symeon had a faithful and godly heart.
A69147,6311,5,195,IMAGE,395,"But suche a faith, wherevnto did she pretend, or wherin did she put her truste and confidence?","But such a faith, whereunto did she pretend, or wherein did she put her trust and confidence?"
A69147,6312,5,195,IMAGE,395,To woorkes of the lawe?,To works of the law?
A69147,6313,5,195,IMAGE,395,"Nay. But he looked for the consolacion of Israell, as the euangelist saithe.","Nay. But he looked for the consolation of Israel, as the evangelist Saith."
A69147,6314,5,195,IMAGE,395,What is this that I do heare?,What is this that I do hear?
A69147,6315,5,195,IMAGE,395,Is this babe the only comforte of Israel?,Is this babe the only Comfort of Israel?
A69147,6316,5,195,IMAGE,395,Suerly & without dout he is euen so. <NOTE>,Surely & without doubt he is even so.
A69147,6317,5,195,IMAGE,395,"How many think you were ther among so many thousandes of men in Israel & Iuda, that knew this?","How many think you were there among so many thousandes of men in Israel & Juda, that knew this?"
A69147,6318,5,195,IMAGE,395,"I warant ye a smal numbre, if ye take away from theim,","I warrant you a small numbered, if you take away from them,"
A69147,6319,5,195,IMAGE,395,"Mary, Ioseph, Anna the prophetisse,","Marry, Joseph, Anna the Prophetess,"
A69147,6320,5,195,IMAGE,395,& this Simeon. What a woderful thing is this.,& this Simeon. What a woderful thing is this.
