A72490,0,3,8,IMAGE,0,A Sermon.,A Sermon.
A73502,3934,54,151,IMAGE,215,"In that we be turned of wycked panyms into christians, it is not our meryte.","In that we be turned of wicked Painims into Christians, it is not our merit."
A73502,3935,54,151,IMAGE,215,"Furthermore where as of ydolaters we be made the true worshippers of God, neyther can we ascribe thys to our owne powers.","Furthermore where as of Idolaters we be made the true worshippers of God, neither can we ascribe this to our own Powers."
A73502,3936,54,151,IMAGE,215,"That we haue gyftes now beynge vnder the Gospell, by whose benefyte commeth it?","That we have Gifts now being under the Gospel, by whose benefit comes it?"
A73502,3937,54,151,IMAGE,215,Surely not by our owne merite.,Surely not by our own merit.
A73502,3938,54,151,IMAGE,215,By whose than? By the bountifulnes and benefyte of the holy goost.,By whose than? By the bountifulness and benefit of the holy ghost.
A73502,3939,54,151,IMAGE,215,What gloriacion than remayneth P A G Ecxxix vnto vs?,What gloriation than remaineth PAGEcxxix PAGEcxxix PAGEcxxix PAGEcxxix unto us?
A73502,3940,54,151,IMAGE,215,"Forsoth thys, that we may saye we were wycked panyms, worshippers of ydols,","Forsooth this, that we may say we were wicked Painims, worshippers of Idols,"
A73502,3941,54,151,IMAGE,215,"& enemyes of God, but now through the grace & fauour of god we be delyuered from so great euels.","& enemies of God, but now through the grace & favour of god we be Delivered from so great evils."
A73502,3942,54,151,IMAGE,215,"Afore ye worlde it wolde seme a great foly and madnes, a ma to glorie and boast in other mens benefytes.","Afore you world it would seem a great folly and madness, a ma to glory and boast in other men's benefits."
A73502,3943,54,151,IMAGE,215,"But what a greater foly and madnes is it, as the Corinthians dyd, to glorye in the gyftes of god, whych do chauce vnto men of mere grace, and that but only for a tyme of thys lyfe? <NOTE> Assuredly my frendes the chiefe arrogancie inflacion or puffynge vp with pryde which some men vpon theyr syngular gyftes at thys daye haue, springeth principally herby, that they consyder not what they were before the openynge and reuelacion of the gospel.","But what a greater folly and madness is it, as the Corinthians did, to glory in the Gifts of god, which do chance unto men of mere grace, and that but only for a time of this life? Assuredly my Friends the chief arrogancy inflation or puffing up with pride which Some men upon their singular Gifts At this day have, springs principally hereby, that they Consider not what they were before the opening and Revelation of the gospel."
A73502,3944,54,151,IMAGE,215,Hetherto pertayneth the sayenge of Paule in the.viij. chapter of the fyrst epistle to the Corinthians.,Hitherto pertaineth the saying of Paul in the viij chapter of the fyrst epistle to the Corinthians.
A73502,3945,54,151,IMAGE,215,<i> Scientia inflat. </i> <NOTE>,Scientia inflat.
A73502,3946,54,151,IMAGE,215,"Knowlege maketh a man swell in pryde, as who shulde saye:","Knowledge makes a man swell in pride, as who should say:"
A73502,3947,54,151,IMAGE,215,"When men knowe that they be no longer vnder the condemnation of the lawe but in the state of grace, thys knowlege namely yf it be not ryghtly vnderstanded maketh many men proude, arrogant, puffed vp, negligent, slacke in the office of charitie, and ouermuche spirituall, whych oftentymes wyth great contempte of other do glorie of theyr giftes and take a pryde in them.","When men know that they be no longer under the condemnation of the law but in the state of grace, this knowledge namely if it be not rightly understanded makes many men proud, arrogant, puffed up, negligent, slack in the office of charity, and overmuch spiritual, which oftentimes with great contempt of other doe glory of their Gifts and take a pride in them."
A73502,3948,54,151,IMAGE,215,"But agaynst thys inflacion and pryde (as I haue sayd) there is no remedye more present for vs, then often to cal agayne to our remebrauce our pristine and former state of lyfe, which thinge ye apostle Paule before the rest of the Apostles doth moost diligently in all hys epistles & namely in thys epistle.","But against this inflation and pride (as I have said) there is no remedy more present for us, then often to call again to our remebrauce our pristine and former state of life, which thing you apostle Paul before the rest of the Apostles does most diligently in all his Epistles & namely in this epistle."
A73502,3949,54,152,IMAGE,215,To thys agreeth that whych he sayeth in the fourth chapter of thys epistle.,To this agreeth that which he Saith in the fourth chapter of this epistle.
A73502,3950,54,152,IMAGE,215,<NOTE> What haste thou that thou hast not receyued the same before?,What haste thou that thou hast not received the same before?
A73502,3951,54,152,IMAGE,215,"And yf thou hast receyued it, why doest thou bragge?","And if thou hast received it, why dost thou brag?"
A73502,3953,54,152,IMAGE,216,"Secondly, we be here taught and informed of the authour and cause of these gyftes, that is to saye, ye holy ghost & of hys principall office:","Secondly, we be Here taught and informed of the author and cause of these Gifts, that is to say, you holy ghost & of his principal office:"
A73502,3954,54,152,IMAGE,216,"and in especiall of the greatest gyft of all, whych is to endowe vs wt the knowlege of Christe, out of whych gyfte ye other speciall gyftes do flowe none otherwyse then out of a quycke sprynge.","and in especial of the greatest gift of all, which is to endow us with the knowledge of Christ, out of which gift you other special Gifts do flow none otherwise then out of a quick spring."
A73502,3955,54,152,IMAGE,216,"<NOTE> Christe beynge knowen and apprehended by a lyuely fayth, whyche is euer in a redynesse whan occasion serueth, to worke by charytye and to fructifie, is the cause that we receyue the holy ghoste and all hys gyftes, accordyng to the sayng of the prophete.","Christ being known and apprehended by a lively faith, which is ever in a redynesse when occasion serveth, to work by Charity and to fructify, is the cause that we receive the holy ghost and all his Gifts, according to the saying of the Prophet."
A73502,3956,54,152,IMAGE,216,"<NOTE> When he ascended vp to heuen, he led captiuitie a prysoner, and gaue giftes to me.","When he ascended up to heaven, he led captivity a prisoner, and gave Gifts to me."
A73502,3957,54,152,IMAGE,216,"Thys ascension is yet daylye accomplyshed in vs, when by ye ayde of the holyghoste we knowe Christe and take holde of hym by lyuely fayth, who beynge knowne & appreheded, sendeth vnto vs more abundantly the holy ghoste, and endoweth vs wt gyftes.","This Ascension is yet daily accomplished in us, when by you aid of the holyghoste we know Christ and take hold of him by lively faith, who being known & appreheded, sends unto us more abundantly the holy ghost, and endoweth us with Gifts."
A73502,3958,54,152,IMAGE,216,"To saye then that Christe is the Lorde, is the verye gyfte of ye holy gooste wherupon all the reste of the gyftes be founded and layde, as appeareth by the verse of ye psalme aboue remebred:","To say then that Christ is the Lord, is the very gift of the holy ghost whereupon all the rest of the Gifts be founded and laid, as appears by the verse of the psalm above remebred:"
A73502,3959,54,152,IMAGE,216,"<i> Ascendit in altu captiua duxit captiuitate, dedit dona hominibus. </i>","Ascendit in altu captiua duxit captiuitate, dedit dona hominibus."
A73502,3960,54,152,IMAGE,216,"And surely, who soeuer hath thys gyfte of the holy ghoste, that he can saye Christ to be the Lorde, maye sone be made also partaker of the other gyftes.","And surely, who soever hath this gift of the holy ghost, that he can say christ to be the Lord, may soon be made also partaker of the other Gifts."
A73502,3961,54,152,IMAGE,216,"But he that defieth Christ, he yt calleth Christ Anathema he can be partaker of no gyftes of the holye ghoste.","But he that defieth christ, he that calls christ Anathema he can be partaker of no Gifts of the holy ghost."
A73502,3962,54,152,IMAGE,216,"They call Christe Anathema, whyche denye hym to P A G Ecxxx be Lorde, whyche thynge is as moch to saye, as to denye hym to be the Sauiour of the worlde, whych hath ouercome death, and whych nowe wyth great power raygneth ouer synne, death, and the deuell.","They call Christ Anathema, which deny him to PAGEcxxx PAGEcxxx PAGEcxxx PAGEcxxx be Lord, which thing is as much to say, as to deny him to be the Saviour of the world, which hath overcome death, and which now with great power Reigneth over sin, death, and the Devil."
A73502,3963,54,152,IMAGE,216,"It is also to denye Christ to be our iustice, sanctification, and redeption, who furthermore lyke a moste valiaut Lorde protecteth, defendeth, and saueth vs from all euels.","It is also to deny christ to be our Justice, sanctification, and Redemption, who furthermore like a most valiaut Lord Protecteth, defendeth, and Saveth us from all evils."
A73502,3964,54,152,IMAGE,216,<NOTE> Anathema is a Greke worde & signifyeth a layenge asyde or separacion of gyftes which were offred vp to goddes and whyche was lawfull for no man to remoue out of theyr place.,Anathema is a Greek word & signifieth a layenge aside or separation of Gifts which were offered up to God's and which was lawful for no man to remove out of their place.
A73502,3965,54,152,IMAGE,216,"Euen so do hypocrites set aparte Christ, and vse not hym,","Eve so do Hypocrites Set apart christ, and use not him,"
A73502,3966,54,152,IMAGE,216,"<NOTE> the workes of theyr owne inuention, to such hypocrites Christ is Anathema, that is to saye, a cast awaye a thynge accursed, abhorred, and detested as in lykewyse the Iues by Anathema do sygnifye an execracion or cursynge, as saynt Hierome also wytnesseth. <NOTE> Thyrdly the apostle doth here teach vs the final vse and ende of all gyftes, whych is vnitie and concorde, so that we must knowe, that the holy goost as he is one, so he gyueth hys gyftes to men to the vnitie and edificacion of the churche and not that men shulde after a contenciouse and vncharitable sorte be proude and glorie of theyr gyftes and talentes yt God hath indowed them wyth.","the works of their own invention, to such Hypocrites christ is Anathema, that is to say, a cast away a thing accursed, abhorred, and detested as in likewise the Iues by Anathema do sygnifye an execration or cursing, as saint Jerome also Witnesseth. Thirdly the apostle does Here teach us the final use and end of all Gifts, which is unity and concord, so that we must know, that the holy ghost as he is one, so he gyveth his Gifts to men to the unity and edification of the Church and not that men should After a contenciouse and uncharitable sort be proud and glory of their Gifts and Talents that God hath endowed them with."
A73502,3967,54,152,IMAGE,217,"These men preache rather for vayne glorie and to wynne them prayse of men, than to edifye the christen flocke.","These men preach rather for vain glory and to win them praise of men, than to edify the christian flock."
A73502,3968,54,152,IMAGE,217,Wherfore they haue theyr mede and rewarde.,Wherefore they have their mede and reward.
A73502,3969,54,152,IMAGE,217,"Let vs then my welbeloued brethren, cease of all such contenciouse & vncharitable boastyng & despysynge of others that haue not the knowlege whych we haue.","Let us then my well-beloved brothers, cease of all such contenciouse & uncharitable boasting & despising of Others that have not the knowledge which we have."
A73502,3970,54,153,IMAGE,217,"Yf they offende, let vs rather gently and charitably monyshe them betwene them and vs, and not rayle, triumphe detracte and defame them with vnsemynge names.","If they offend, let us rather gently and charitably monish them between them and us, and not rail, triumph detract and defame them with vnsemynge names."
A73502,3971,54,153,IMAGE,217,Let vs call to mynde what we were oure selues and what we be of oure selues.,Let us call to mind what we were our selves and what we be of our selves.
A73502,3972,54,153,IMAGE,217,"Let vs remember that what so euer we haue, the same we haue receyued of gods grace and not of owne proper powers.","Let us Remember that what so ever we have, the same we have received of God's grace and not of own proper Powers."
A73502,3973,54,153,IMAGE,217,"Thus doynge, we shal edifye our brethren and systerne, we shall declare, that we be in dede the persons that we be named, that is to saye, christen men and women, folowers of Christe, and fynally inheritours of euerlastynge blesse prepared for vs by the father of heauen.","Thus doing, we shall edify our brothers and systerne, we shall declare, that we be in deed the Persons that we be nam, that is to say, christen men and women, followers of Christ, and finally inheritors of everlasting bless prepared for us by the father of heaven."
A73502,3974,54,153,IMAGE,217,To whome be all glorye and prayse worlde wythout ende.,To whom be all glory and praise world without end.
A73502,3975,54,153,IMAGE,217,AMEN.,AMEN.
A73502,3976,55,153,IMAGE,217,The gospell on the.x. sondaye after Trinitie. The.xix. chapter of Luke.,The gospel on the x Sunday After Trinity. The xix chapter of Luke.
A73502,3977,55,153,IMAGE,217,Thargument. The punyshment of such as despice goddes worde and how Christ casteth out byers and sellers in the temple.,The argument. The punishment of such as despice God's word and how christ Cast out byers and sellers in the temple.
A73502,3979,55,153,IMAGE,218,"W Han he was come neare, he behelde the cytie and wepte on it, sayenge:","When When he was come near, he beheld the City and wept on it, saying:"
A73502,3980,55,153,IMAGE,218,"Yf thou haddest knowen those thynges whyche belonge vnto thy peace, euen in thys thy daye, thou woldest take hede.","If thou Hadst known those things which belong unto thy peace, even in this thy day, thou Wouldst take heed."
A73502,3981,55,153,IMAGE,218,But nowe are they hydde from thyne eyes.,But now Are they hid from thine eyes.
A73502,3982,55,153,IMAGE,218,"For the dayes shall come vpon the that thyne enemyes also shall caste a banke aboute the, and compasse the rounde, and kepe the in, on euery syde, and make the euen wyth the grounde, and thy chyldren whych are in the.","For the days shall come upon thee that thine enemies also shall cast a bank about thee, and compass the round, and keep thee in, on every side, and make the even with the ground, and thy children which Are in thee."
A73502,3983,55,153,IMAGE,218,"And they shal not leaue P A G Ecxxxi in the one stone vpon an other, bycause thou knowest not the tyme of thy visitacion.","And they shall not leave PAGEcxxxi PAGEcxxxi PAGEcxxxi PAGEcxxxi in the one stone upon an other, Because thou Knowest not the time of thy Visitation."
A73502,3984,55,153,IMAGE,218,"And he wente into the temple, and began to caste out them that solde therin, and them that bought, sayenge vnto them:","And he went into the temple, and began to cast out them that sold therein, and them that bought, saying unto them:"
A73502,3985,55,153,IMAGE,218,"It is writte, my house is the house of prayer:","It is written, my house is the house of prayer:"
A73502,3986,55,153,IMAGE,218,but ye haue made it a den of theues:,but you have made it a den of thieves:
A73502,3987,55,153,IMAGE,218,And he taught dayly in the temple.,And he taught daily in the temple.
A73502,3989,55,153,IMAGE,219,MY welbeloued frendes in Christ ye shal vnderstand yt God is right good and much mercyful towarde vs.,MY well-beloved Friends in christ you shall understand that God is right good and much merciful toward us
A73502,3990,55,153,IMAGE,219,Father of mercy and God of all consolation is he as saynt Paule sayeth.,Father of mercy and God of all consolation is he as saint Paul Saith.
A73502,3991,55,153,IMAGE,219,"And yet for all that we muste take good hede, that we do not abuse the hygh benefyte and commoditie of hys mercyfulnes & goodnes as they of Ierusale hath done, lyke as in thys storye we rede.","And yet for all that we must take good heed, that we do not abuse the high benefit and commodity of his mercyfulnes & Goodness as they of Jerusalem hath done, like as in this story we rede."
A73502,3992,55,153,IMAGE,219,"We se how Iesus Christe was come for to brynge them grace for to teach and to saue them, and they haue refused him.","We see how jesus Christ was come for to bring them grace for to teach and to save them, and they have refused him."
A73502,3993,55,153,IMAGE,219,It was for that cause only that he wepte whan he dyd beholde the cytie as is now made mecion in the gospel.,It was for that cause only that he wept when he did behold the City as is now made mention in the gospel.
A73502,3994,55,153,IMAGE,219,And in that yt he hath wept he hath wel shewed yt he wold not couete the death nor the damnation of the synner.,And in that that he hath wept he hath well showed that he would not covet the death nor the damnation of the sinner.
A73502,3995,55,153,IMAGE,219,"He dyd not wepe for the ruyne and fall that he knew shuld ensue of the fayre houses, of the towers, and great edifices and buyldynges, but he bewayled the losse, the ruyne, and damnation of the people He sayde O Ierusalem yf thou dyddest knowe the thynges that belonge vnto thy peace euen in thys thy daye, thou woldest take hede.","He did not weep for the ruin and fallen that he knew should ensue of the fair houses, of the towers, and great Edifices and buildings, but he bewailed the loss, the ruin, and damnation of the people He said Oh Jerusalem if thou didst know the things that belong unto thy peace even in this thy day, thou Wouldst take heed."
A73502,3996,55,153,IMAGE,219,"As yf he had sayd, yf thou knewest thy mysery,","As if he had said, if thou Knewest thy misery,"
A73502,3997,55,154,IMAGE,219,"& the confusion, & desolation whych is to come to the, and specially yf thou dyddest knowe it in these dayes whan I am descended from heuen for to make thy peace wyth god my father and get the remyssion of thy synnes, yf thou (I saye) dyddest knowe it:","& the confusion, & desolation which is to come to thee, and specially if thou didst know it in these days when I am descended from heaven for to make thy peace with god my father and get the remission of thy Sins, if thou (I say) didst know it:"
A73502,3998,55,154,IMAGE,219,thou shuldest haue good cause for to wepe wyth me.,thou Shouldst have good cause for to weep with me.
A73502,3999,55,154,IMAGE,219,"But now all thys is hydden from the, thou fearest nothynge forbycause that thou carest for nothynge.","But now all this is hidden from thee, thou Fearest nothing Forbycause that thou Carest for nothing."
A73502,4000,55,154,IMAGE,219,But ye dayes shall come in the and thyne enemyes shall enuiron the wyth bulwarkes.,But you days shall come in thee and thine enemies shall environ thee with bulwarks.
A73502,4001,55,154,IMAGE,219,"&c. Now my frendes by desolation and confusion temporall of them of Ierusalem whych wold not beleue nor receyue Iesu Christ, is fygured ye spirituall confusion whych shal come vnto them which yet wyll not receyue hym nor folowe hym and which make resystence agaynst hym & hys gospel of whom the nomber is great.","etc. Now my Friends by desolation and confusion temporal of them of Jerusalem which would not believe nor receive Jesu christ, is figured you spiritual confusion which shall come unto them which yet will not receive him nor follow him and which make resistance against him & his gospel of whom the number is great."
A73502,4002,55,154,IMAGE,219,For whome also Iesus Christe knowynge theyr distruction that was to come hath wept.,For whom also jesus Christ knowing their destruction that was to come hath wept.
A73502,4003,55,154,IMAGE,219,"Those whych thynke to be saued by any other meanes then by hym and whych haue theyr fayth & theyr hope in any other then in hym and by him, surely they haue not yet receyued hym, and euell shall come vnto them.","Those which think to be saved by any other means then by him and which have their faith & their hope in any other then in him and by him, surely they have not yet received him, and evil shall come unto them."
A73502,4004,55,154,IMAGE,219,"For God alone is the obiecte of the fayth, hope, and charitie of christen men.","For God alone is the Object of the faith, hope, and charity of christian men."
A73502,4005,55,154,IMAGE,219,"Then foloweth that after he was arryued there, he entred into the temple and droue out of it the byers and sellers.","Then Followeth that After he was arrived there, he entered into the temple and drove out of it the byers and sellers."
A73502,4006,55,154,IMAGE,219,God (yf hys pleasure were) I hertely beseche hym to vysite agayne hys holy temple I meane the churche of christen men and women and the house of prayer where as he alonly ought to be serued and worshipped by hys subiectes in spirite:,God (if his pleasure were) I heartily beseech him to visit again his holy temple I mean the Church of christian men and women and the house of prayer where as he alonely ought to be served and worshipped by his Subjects in Spirit:
A73502,4007,55,154,IMAGE,219,<NOTE> and veritie.,and verity.
A73502,4008,55,154,IMAGE,219,And that it wolde please hym to caste out those whych shalbe founde byers and sellers by simonye and couetousnes and that woll resyst hys moost holy and sacred worde and that wyll let that the seruice of god in spirite P A G Ecxxxij and veritie be not accomplyshed accordynge as he wolde by hys ryghte holy worde & ordenaunce to be serued and honoured.,And that it would please him to cast out those which shall found byers and sellers by simony and covetousness and that will resist his most holy and sacred word and that will let that the service of god in Spirit PAGEcxxxij PAGEcxxxij PAGEcxxxij PAGEcxxxij and verity be not accomplished according as he would by his right holy word & Ordinance to be served and honoured.
A73502,4009,55,154,IMAGE,219,Vnto him be al glorye and honoure <i> in infinita secula. </i>,Unto him be all glory and honour in Infinita secula.
A73502,4010,55,154,IMAGE,219,<i> Amen. </i>,Amen.
A73502,4011,56,154,IMAGE,219,The Epistle on the.xi. sondaye after Trinitie. The.i. epistle to the Corin. the.xv. chapter.,The Epistle on the xi Sunday After Trinity. The i epistle to the Corin. the xv chapter.
A73502,4012,56,154,IMAGE,219,Thargument The resurrection of the deade.,The argument The resurrection of the dead.
A73502,4014,56,154,IMAGE,220,"B Rethren, as perteynynge to the gospel whych I preached vnto you, whyche ye haue also accepted, and in the whyche ye continue, by the which also ye are saued:","BRethren BRethren, as pertaining to the gospel which I preached unto you, which you have also accepted, and in the which you continue, by the which also you Are saved:"
A73502,4015,56,154,IMAGE,220,"I do you to wytte, after what maner I preached vnto you, yf ye kepe it, except ye haue beleued in vayne.","I do you to wit, After what manner I preached unto you, if you keep it, except you have believed in vain."
A73502,4016,56,154,IMAGE,220,"For fyrst of all I delyuered vnto you, that whyche I receyued:","For fyrst of all I Delivered unto you, that which I received:"
A73502,4017,56,154,IMAGE,220,"howe that Christe dyed for our synnes, agreynge to the scriptures:","how that Christ died for our Sins, agreeing to the Scriptures:"
A73502,4018,56,154,IMAGE,220,"And that he was buryed, and that he arose agayne the thyrde daye accordynge to the scriptures:","And that he was buried, and that he arose again the Third day according to the Scriptures:"
A73502,4019,56,154,IMAGE,220,"and that he was sene of Cephas, than of the twelue.","and that he was seen of Cephas, than of the twelue."
A73502,4020,56,154,IMAGE,220,After that was he sene of mo then fyue hundred brethren atonce:,After that was he seen of more then fyue hundred brothers atonce:
A73502,4021,56,154,IMAGE,220,"of whyche many remayne vnto thys daye, and many are fallen aslepe.","of which many remain unto this day, and many Are fallen asleep."
A73502,4022,56,154,IMAGE,220,"After that appeared he to Iames, then to all the apostles.","After that appeared he to James, then to all the Apostles."
A73502,4023,56,154,IMAGE,220,"And last of all he was sene of me, as of one that was borne out of due tyme.","And last of all he was seen of me, as of one that was born out of due time."
A73502,4024,56,154,IMAGE,220,"For I am the lest of the Apostles, which am not worthy to be called an Apostle, because I persecuted the congregacion of God.","For I am the lest of the Apostles, which am not worthy to be called an Apostle, Because I persecuted the congregation of God."
A73502,4025,56,154,IMAGE,220,"But by the grace of god,","But by the grace of god,"
A73502,4026,56,154,IMAGE,220,I am that I am.,I am that I am.
A73502,4027,56,154,IMAGE,220,"And hys grace whych is in me, was not in vayne.","And his grace which is in me, was not in vain."
A73502,4029,56,155,IMAGE,221,"T He thynge good people wherfore saynt Paule beynge in this worlde toke moost thought for, and the whych he had moost at hys harte nexte Iesu Christ, was for to knowe how euery churche dyd gouerne and entertayne themselues in the Gospell of Iesu Christ, to thintet that yf perdauenture any went out of the waye of trouth, he shulde be forth wyth redressed as specially he doth shewe in ye epistle of thys daye.","THe THe thing good people Wherefore saint Paul being in this world took most Thought for, and the which he had most At his heart Next Jesu christ, was for to know how every Church did govern and entertain themselves in the Gospel of Jesu christ, to thintet that if perdauenture any went out of the Way of troth, he should be forth with Redressed as specially he does show in you epistle of this day."
A73502,4030,56,155,IMAGE,221,He admonysheth and reduceth in memory vnto the Corinthias principally two thynges on the whych all the fayth and all the assurauce and hope of christen men is founded.,He Admonisheth and reduceth in memory unto the Corinthians principally two things on the which all the faith and all the assurance and hope of christian men is founded.
A73502,4031,56,155,IMAGE,221,The fyrst is that Iesus Christ is deade for our synnes.,The fyrst is that jesus christ is dead for our Sins.
A73502,4032,56,155,IMAGE,221,"It is a worde whych ought well to be imprinted in the hartes of christen people, or els one ought not nor is not worthy to be called christened.","It is a word which ought well to be imprinted in the hearts of christian people, or Else one ought not nor is not worthy to be called christened."
A73502,4033,56,155,IMAGE,221,Iesus Christ is dead for our synnes (sayth saynt Paul.) Then we be nomore in dette for our synnes syth that Iesus Christ hath satisfyed and payde for vs., jesus christ is dead for our Sins (say saint Paul.) Then we be No more in debt for our Sins sith that jesus christ hath satisfied and paid for us
A73502,4034,56,155,IMAGE,221,Nor also we ought nomore to serue vnto synne seynge that by hys death he hath wylled to cause synne to dye in vs yf so be we beleue stedfastlye in hym.,Nor also we ought No more to serve unto sin sing that by his death he hath willed to cause sin to die in us if so be we believe steadfastly in him.
A73502,4035,56,155,IMAGE,221,"The seconde thynge whych he reduceth in memory vnto the Corinthias and to vs, is that Iesus Christ hath ben buried and is rysen to lyfe agayne.","The seconde thing which he reduceth in memory unto the Corinthians and to us, is that jesus christ hath been buried and is risen to life again."
A73502,4036,56,155,IMAGE,221,Thys is it where on ye hope of the christen people ought to be founded.,This is it where on you hope of the christian people ought to be founded.
A73502,4037,56,155,IMAGE,221,"For yf the heade be rysen agayne to lyfe in triumphe & glorye, in lyke case shall the mebers ryse agayne.","For if the head be risen again to life in triumph & glory, in like case shall the mebers rise again."
A73502,4038,56,155,IMAGE,221,They shal ryse agayne vnto grace and vnto spiritual lyfe in thys worlde and vnto glorye and lyfe eternall in the other.,They shall rise again unto grace and unto spiritual life in this world and unto glory and life Eternal in the other.
A73502,4039,56,155,IMAGE,221,<NOTE> As saynt Ihon sayeth in hys Apocalyps.,As saint John Saith in his Apocalypse.
A73502,4040,56,155,IMAGE,221,"Happye shall they be & holy is he whych hath parte P A G Ecxxxiij in ye fyrst resurrectio, the secode death hath no power ouer them.","Happy shall they be & holy is he which hath part PAGEcxxxiij PAGEcxxxiij PAGEcxxxiij PAGEcxxxiij in the fyrst Resurrection, the Second death hath no power over them."
A73502,4041,56,155,IMAGE,221,"Some false preachers wolde haue tourned the Corinthians from the sayd fayth & for thys cause doth saynt Paule warne them so busely, sayenge:"," some false Preachers would have turned the Corinthians from the said faith & for this cause does saint Paul warn them so busily, saying:"
A73502,4042,56,155,IMAGE,221,My brethren I do you to vnderstande and I do reduce to your memory the good newes which I haue preached vnto you I meane the gospell which ye haue receyued by fayth to ye whych ye haue stayed your selues and by the which ye shalbe saued yf you folow it.,My brothers I do you to understand and I do reduce to your memory the good news which I have preached unto you I mean the gospel which you have received by faith to you which you have stayed your selves and by the which you shall saved if you follow it.
A73502,4043,56,155,IMAGE,221,"I let you to wyt for what reason & in what fashion I haue preached it vnto you yf ye haue remembraunce therof, yea yf ye haue not beleued in vayne.","I let you to wit for what reason & in what fashion I have preached it unto you if you have remembrance thereof, yea if you have not believed in vain."
A73502,4044,56,155,IMAGE,221,Fyrst that whyche I haue receyued of God whyche hath bene to me reuelate.,Fyrst that which I have received of God which hath be to me reuelate.
A73502,4045,56,155,IMAGE,221,What? Christe is deade for our synnes accordynge as it is wrytten as it hath ben sayd before and wrytte by the prophetes.,What? Christ is dead for our Sins according as it is written as it hath been said before and writ by the Prophets.
A73502,4046,56,155,IMAGE,221,Then he sayeth he hath bene buryed and is rysen agayne to lyfe.,Then he Saith he hath be buried and is risen again to life.
A73502,4047,56,155,IMAGE,221,"And for to confirme the same ye more, he sayeth more ouer, that Iesus Christ after hys resurrection hath bene sene by Peter and after by the xij. apostles and sythin hath bene sene by.v. hudreth brethren beynge together.","And for to confirm the same you more, he Saith more over, that jesus christ After his resurrection hath be seen by Peter and After by the xij. Apostles and sythin hath be seen by v hudreth brothers being together."
A73502,4048,56,155,IMAGE,221,As yf he had sayd:,As if he had said:
A73502,4049,56,155,IMAGE,221,"You ought to be well assured of thys for asmuch as these mysteries haue not ben shewed vnto me alone, but the holy wrytynges doth wytnesse ye same.","You ought to be well assured of this for as as these Mysteres have not been showed unto me alone, but the holy writings does witness you same."
A73502,4050,56,155,IMAGE,221,And also they vnto whome he hath appeared after hys resurrection whych be of great nomber.,And also they unto whom he hath appeared After his resurrection which be of great number.
A73502,4051,56,155,IMAGE,221,Certes who soeuer leseth the hope of resurrection the same also leseth all spirituall consolation and comforte.,Certes who soever leseth the hope of resurrection the same also leseth all spiritual consolation and Comfort.
A73502,4052,56,155,IMAGE,221,Then after he commeth to speake (in a great humilitie) of the grace whych Iesus Christ hath gyuen him.,Then After he comes to speak (in a great humility) of the grace which jesus christ hath given him.
A73502,4053,56,156,IMAGE,221,"And after all (he sayeth) he hath bene sene by me, he hath appeared vnto me whyche am as an abortiue creature.","And After all (he Saith) he hath be seen by me, he hath appeared unto me which am as an abortive creature."
A73502,4054,56,156,IMAGE,221,"For I am the least of the Apostles whyche am not worthy to be called an Apostle, for I haue persecuted ye church of God, but I am that I am, apostle amonge the Gentyls in fayth and in trouth.","For I am the least of the Apostles which am not worthy to be called an Apostle, for I have persecuted you Church of God, but I am that I am, apostle among the Gentiles in faith and in troth."
A73502,4055,56,156,IMAGE,221,"I am that that I am not by my workes, not by my merytes, but by the grace of God.","I am that that I am not by my works, not by my merits, but by the grace of God."
A73502,4056,56,156,IMAGE,221,And hys grace (sayeth he) hath not ben ydle in me.,And his grace (Saith he) hath not been idle in me.
A73502,4057,56,156,IMAGE,221,As yf he wolde saye:,As if he would say:
A73502,4058,56,156,IMAGE,221,"I haue not hyd the talent of gold whyche my mayster & lorde Iesu Christ toke me to bestowe, but I haue made it to gayne more then any other.","I have not hid the talon of gold which my master & lord Jesu christ took me to bestow, but I have made it to gain more then any other."
A73502,4059,56,156,IMAGE,221,I haue laboured more abundauntly then they all.,I have laboured more abundantly then they all.
A73502,4060,56,156,IMAGE,221,But not I yet but the grace of God whych is in me.,But not I yet but the grace of God which is in me.
A73502,4061,56,156,IMAGE,221,Saint Paule in speakynge of hys owne person and of hys grace whyche he receyued of God speaketh vnto vs teachyng vs by hys exemple that we ought to presume nothynge of our selues but to yelde all vnto God & vnderstande that all cometh from hym.,Saint Paul in speaking of his own person and of his grace which he received of God speaks unto us teaching us by his exemple that we ought to presume nothing of our selves but to yield all unto God & understand that all comes from him.
A73502,4062,56,156,IMAGE,221,The ecclesiastes sayeth speakynge of the See.,The ecclesiastes Saith speaking of the See.
A73502,4063,56,156,IMAGE,221,The waters returne vnto the place from whence they come forth to thende that they may runne agayne.,The waters return unto the place from whence they come forth to The end that they may run again.
A73502,4064,56,156,IMAGE,221,"In lyke maner we must sende agayne and knowlege God to be all grace to thende that he maye alwayes augment it vnto vs vnto the tyme that we maye come wyth hym into hys glorye for to prayse hym, exalte hym,","In like manner we must send again and knowledge God to be all grace to The end that he may always augment it unto us unto the time that we may come with him into his glory for to praise him, exalt him,"
A73502,4065,56,156,IMAGE,221,& perpetually to glorifye hym.,& perpetually to Glorify him.
A73502,4066,56,156,IMAGE,221,Amen.,Amen.
